timestamp,warehouse_name,temperature_c,humidity_pct
2024-01-01 12:00,Chandigarh Warehouse,32.5,35.2
2024-01-01 12:00,Bengaluru Warehouse,26.7,51.9
2024-01-01 12:00,Hyderabad Warehouse,32.0,39.8
2024-01-01 12:00,Kolkata Warehouse,33.3,66.9
2024-01-01 12:00,Bhubaneswar Warehouse,35.4,67.9
2024-01-01 12:00,Mumbai Warehouse,30.0,75.6
2024-01-01 12:00,Ahmedabad Warehouse,40.6,19.1
2024-01-01 12:00,Nagpur Central Warehouse,43.6,15.4
2024-01-01 13:00,Delhi Warehouse,39.3,24.9
2024-01-01 13:00,Chandigarh Warehouse,31.4,31.5
2024-01-01 13:00,Bengaluru Warehouse,27.1,52.6
2024-01-01 13:00,Hyderabad Warehouse,33.5,40.1
2024-01-01 13:00,Kolkata Warehouse,35.1,69.6
2024-01-01 13:00,Bhubaneswar Warehouse,33.5,62.7
2024-01-01 13:00,Mumbai Warehouse,31.4,76.2
2024-01-01 13:00,Ahmedabad Warehouse,41.4,19.6
2024-01-01 13:00,Nagpur Central Warehouse,44.4,13.6
2024-01-01 14:00,Delhi Warehouse,39.0,23.9
2024-01-01 14:00,Chandigarh Warehouse,34.1,34.9
2024-01-01 14:00,Bengaluru Warehouse,26.8,48.8
2024-01-01 14:00,Hyderabad Warehouse,34.9,37.6
2024-01-01 14:00,Kolkata Warehouse,34.9,66.1
2024-01-01 14:00,Bhubaneswar Warehouse,35.0,67.6
2024-01-01 14:00,Mumbai Warehouse,31.1,72.3
2024-01-01 14:00,Ahmedabad Warehouse,41.5,20.2
2024-01-01 14:00,Nagpur Central Warehouse,46.1,8.5
2024-01-01 15:00,Delhi Warehouse,40.4,23.0
2024-01-01 15:00,Chandigarh Warehouse,33.7,30.1
2024-01-01 15:00,Bengaluru Warehouse,26.0,47.7
2024-01-01 15:00,Hyderabad Warehouse,33.4,37.3
2024-01-01 15:00,Kolkata Warehouse,33.6,66.8
2024-01-01 15:00,Bhubaneswar Warehouse,33.1,65.2
2024-01-01 15:00,Mumbai Warehouse,31.4,73.1
2024-01-01 15:00,Ahmedabad Warehouse,41.3,18.4
2024-01-01 15:00,Nagpur Central Warehouse,43.2,14.6
2024-01-01 16:00,Delhi Warehouse,38.3,23.8
2024-01-01 16:00,Chandigarh Warehouse,32.9,33.1
2024-01-01 16:00,Bengaluru Warehouse,26.0,52.5
2024-01-01 16:00,Hyderabad Warehouse,31.8,39.7
2024-01-01 16:00,Kolkata Warehouse,33.0,70.9
2024-01-01 16:00,Bhubaneswar Warehouse,33.3,66.2
2024-01-01 16:00,Mumbai Warehouse,30.9,75.3
2024-01-01 16:00,Ahmedabad Warehouse,40.1,18.1
2024-01-01 16:00,Nagpur Central Warehouse,43.7,14.2
2024-01-01 17:00,Delhi Warehouse,36.4,30.4
2024-01-01 17:00,Chandigarh Warehouse,31.9,36.4
2024-01-01 17:00,Bengaluru Warehouse,24.8,56.7
2024-01-01 17:00,Hyderabad Warehouse,31.0,40.4
2024-01-01 17:00,Kolkata Warehouse,32.0,72.9
2024-01-01 17:00,Bhubaneswar Warehouse,32.4,67.6
2024-01-01 17:00,Mumbai Warehouse,28.7,79.6
2024-01-01 17:00,Ahmedabad Warehouse,37.1,19.1
2024-01-01 17:00,Nagpur Central Warehouse,39.6,17.0
2024-01-01 18:00,Delhi Warehouse,32.6,31.1
2024-01-01 18:00,Chandigarh Warehouse,27.8,39.2
2024-01-01 18:00,Bengaluru Warehouse,24.4,57.2
2024-01-01 18:00,Hyderabad Warehouse,29.1,41.2
2024-01-01 18:00,Kolkata Warehouse,30.5,77.5
2024-01-01 18:00,Bhubaneswar Warehouse,31.1,67.4
2024-01-01 18:00,Mumbai Warehouse,29.8,76.7
2024-01-01 18:00,Ahmedabad Warehouse,36.2,22.8
2024-01-01 18:00,Nagpur Central Warehouse,39.0,18.7
2024-01-01 19:00,Delhi Warehouse,30.0,31.1
2024-01-01 19:00,Chandigarh Warehouse,25.6,43.2
2024-01-01 19:00,Bengaluru Warehouse,22.5,57.1
2024-01-01 19:00,Hyderabad Warehouse,28.0,48.5
2024-01-01 19:00,Kolkata Warehouse,30.2,75.1
2024-01-01 19:00,Bhubaneswar Warehouse,30.0,73.5
2024-01-01 19:00,Mumbai Warehouse,29.2,85.0
2024-01-01 19:00,Ahmedabad Warehouse,32.5,23.6
2024-01-01 19:00,Nagpur Central Warehouse,33.4,23.6
2024-01-01 20:00,Delhi Warehouse,25.8,32.8
2024-01-01 20:00,Chandigarh Warehouse,22.7,42.6
2024-01-01 20:00,Bengaluru Warehouse,20.5,58.9
2024-01-01 20:00,Hyderabad Warehouse,24.6,50.5
2024-01-01 20:00,Kolkata Warehouse,26.6,80.9
2024-01-01 20:00,Bhubaneswar Warehouse,28.6,76.4
2024-01-01 20:00,Mumbai Warehouse,27.1,86.6
2024-01-01 20:00,Ahmedabad Warehouse,28.6,32.4
2024-01-01 20:00,Nagpur Central Warehouse,28.7,25.2
2024-01-01 21:00,Delhi Warehouse,22.9,36.4
2024-01-01 21:00,Chandigarh Warehouse,20.9,50.6
2024-01-01 21:00,Bengaluru Warehouse,19.0,61.6
2024-01-01 21:00,Hyderabad Warehouse,22.9,52.4
2024-01-01 21:00,Kolkata Warehouse,24.2,82.6
2024-01-01 21:00,Bhubaneswar Warehouse,27.0,76.9
2024-01-01 21:00,Mumbai Warehouse,27.0,87.9
2024-01-01 21:00,Ahmedabad Warehouse,24.5,32.1
2024-01-01 21:00,Nagpur Central Warehouse,27.0,28.2
2024-01-01 22:00,Delhi Warehouse,20.1,44.2
2024-01-01 22:00,Chandigarh Warehouse,17.0,49.4
2024-01-01 22:00,Bengaluru Warehouse,17.6,65.5
2024-01-01 22:00,Hyderabad Warehouse,19.4,55.5
2024-01-01 22:00,Kolkata Warehouse,23.6,86.4
2024-01-01 22:00,Bhubaneswar Warehouse,25.6,78.8
2024-01-01 22:00,Mumbai Warehouse,25.1,91.2
2024-01-01 22:00,Ahmedabad Warehouse,22.5,31.6
2024-01-01 22:00,Nagpur Central Warehouse,21.5,33.5
2024-01-01 23:00,Delhi Warehouse,16.3,43.3
2024-01-01 23:00,Chandigarh Warehouse,14.9,56.1
2024-01-01 23:00,Bengaluru Warehouse,15.6,68.0
2024-01-01 23:00,Hyderabad Warehouse,18.6,52.4
2024-01-01 23:00,Kolkata Warehouse,22.5,90.8
2024-01-01 23:00,Bhubaneswar Warehouse,23.7,83.5
2024-01-01 23:00,Mumbai Warehouse,24.0,96.2
2024-01-01 23:00,Ahmedabad Warehouse,20.3,35.1
2024-01-01 23:00,Nagpur Central Warehouse,19.6,33.8
2024-01-02 00:00,Delhi Warehouse,13.0,47.2
2024-01-02 00:00,Chandigarh Warehouse,12.0,59.3
2024-01-02 00:00,Bengaluru Warehouse,15.9,68.3
2024-01-02 00:00,Hyderabad Warehouse,17.2,60.0
2024-01-02 00:00,Kolkata Warehouse,21.2,95.0
2024-01-02 00:00,Bhubaneswar Warehouse,22.9,84.3
2024-01-02 00:00,Mumbai Warehouse,22.1,98.7
2024-01-02 00:00,Ahmedabad Warehouse,17.3,39.0
2024-01-02 00:00,Nagpur Central Warehouse,16.5,33.8
2024-01-02 01:00,Delhi Warehouse,12.0,46.6
2024-01-02 01:00,Chandigarh Warehouse,11.2,56.5
2024-01-02 01:00,Bengaluru Warehouse,15.6,68.5
2024-01-02 01:00,Hyderabad Warehouse,16.9,63.0
2024-01-02 01:00,Kolkata Warehouse,19.6,93.9
2024-01-02 01:00,Bhubaneswar Warehouse,21.2,87.5
2024-01-02 01:00,Mumbai Warehouse,23.6,96.5
2024-01-02 01:00,Ahmedabad Warehouse,16.4,42.2
2024-01-02 01:00,Nagpur Central Warehouse,17.1,35.6
2024-01-02 02:00,Delhi Warehouse,12.1,48.0
2024-01-02 02:00,Chandigarh Warehouse,12.3,57.6
2024-01-02 02:00,Bengaluru Warehouse,15.1,76.1
2024-01-02 02:00,Hyderabad Warehouse,16.1,63.0
2024-01-02 02:00,Kolkata Warehouse,18.9,92.2
2024-01-02 02:00,Bhubaneswar Warehouse,21.9,86.4
2024-01-02 02:00,Mumbai Warehouse,24.6,95.8
2024-01-02 02:00,Ahmedabad Warehouse,15.8,41.3
2024-01-02 02:00,Nagpur Central Warehouse,15.5,37.9
2024-01-02 03:00,Delhi Warehouse,14.0,44.0
2024-01-02 03:00,Chandigarh Warehouse,11.1,56.3
2024-01-02 03:00,Bengaluru Warehouse,15.3,70.9
2024-01-02 03:00,Hyderabad Warehouse,15.6,61.6
2024-01-02 03:00,Kolkata Warehouse,19.5,92.3
2024-01-02 03:00,Bhubaneswar Warehouse,22.1,85.8
2024-01-02 03:00,Mumbai Warehouse,21.7,95.6
2024-01-02 03:00,Ahmedabad Warehouse,15.2,40.0
2024-01-02 03:00,Nagpur Central Warehouse,15.1,38.6
2024-01-02 04:00,Delhi Warehouse,12.6,44.6
2024-01-02 04:00,Chandigarh Warehouse,13.8,54.1
2024-01-02 04:00,Bengaluru Warehouse,15.7,69.5
2024-01-02 04:00,Hyderabad Warehouse,16.4,62.3
2024-01-02 04:00,Kolkata Warehouse,20.9,92.0
2024-01-02 04:00,Bhubaneswar Warehouse,23.3,82.4
2024-01-02 04:00,Mumbai Warehouse,22.6,95.8
2024-01-02 04:00,Ahmedabad Warehouse,17.6,41.9
2024-01-02 04:00,Nagpur Central Warehouse,17.1,38.5
2024-01-02 05:00,Delhi Warehouse,14.5,45.4
2024-01-02 05:00,Chandigarh Warehouse,15.0,51.1
2024-01-02 05:00,Bengaluru Warehouse,16.6,66.5
2024-01-02 05:00,Hyderabad Warehouse,18.6,59.7
2024-01-02 05:00,Kolkata Warehouse,21.8,93.0
2024-01-02 05:00,Bhubaneswar Warehouse,25.1,85.3
2024-01-02 05:00,Mumbai Warehouse,23.9,93.3
2024-01-02 05:00,Ahmedabad Warehouse,20.8,37.7
2024-01-02 05:00,Nagpur Central Warehouse,18.8,36.1
2024-01-02 06:00,Delhi Warehouse,18.4,42.4
2024-01-02 06:00,Chandigarh Warehouse,17.7,52.3
2024-01-02 06:00,Bengaluru Warehouse,17.2,66.6
2024-01-02 06:00,Hyderabad Warehouse,19.4,55.3
2024-01-02 06:00,Kolkata Warehouse,24.2,85.6
2024-01-02 06:00,Bhubaneswar Warehouse,26.0,79.0
2024-01-02 06:00,Mumbai Warehouse,24.8,92.4
2024-01-02 06:00,Ahmedabad Warehouse,23.1,34.4
2024-01-02 06:00,Nagpur Central Warehouse,24.1,32.0
2024-01-02 07:00,Delhi Warehouse,21.0,37.2
2024-01-02 07:00,Chandigarh Warehouse,19.4,48.0
2024-01-02 07:00,Bengaluru Warehouse,20.4,64.7
2024-01-02 07:00,Hyderabad Warehouse,22.3,49.5
2024-01-02 07:00,Kolkata Warehouse,25.4,81.8
2024-01-02 07:00,Bhubaneswar Warehouse,25.4,79.1
2024-01-02 07:00,Mumbai Warehouse,26.8,86.0
2024-01-02 07:00,Ahmedabad Warehouse,24.9,32.2
2024-01-02 07:00,Nagpur Central Warehouse,26.2,27.4
2024-01-02 08:00,Delhi Warehouse,26.5,39.2
2024-01-02 08:00,Chandigarh Warehouse,23.8,44.5
2024-01-02 08:00,Bengaluru Warehouse,21.1,59.8
2024-01-02 08:00,Hyderabad Warehouse,25.6,52.5
2024-01-02 08:00,Kolkata Warehouse,26.9,79.7
2024-01-02 08:00,Bhubaneswar Warehouse,27.2,76.7
2024-01-02 08:00,Mumbai Warehouse,27.1,89.1
2024-01-02 08:00,Ahmedabad Warehouse,28.9,28.9
2024-01-02 08:00,Nagpur Central Warehouse,30.7,23.9
2024-01-02 09:00,Delhi Warehouse,28.6,31.7
2024-01-02 09:00,Chandigarh Warehouse,26.3,42.5
2024-01-02 09:00,Bengaluru Warehouse,22.0,58.3
2024-01-02 09:00,Hyderabad Warehouse,27.7,47.9
2024-01-02 09:00,Kolkata Warehouse,29.1,80.9
2024-01-02 09:00,Bhubaneswar Warehouse,29.8,68.3
2024-01-02 09:00,Mumbai Warehouse,28.1,79.5
2024-01-02 09:00,Ahmedabad Warehouse,32.6,26.0
2024-01-02 09:00,Nagpur Central Warehouse,34.0,26.4
2024-01-02 10:00,Delhi Warehouse,32.8,27.1
2024-01-02 10:00,Chandigarh Warehouse,28.5,40.7
2024-01-02 10:00,Bengaluru Warehouse,23.8,50.2
2024-01-02 10:00,Hyderabad Warehouse,29.4,45.8
2024-01-02 10:00,Kolkata Warehouse,29.9,73.8
2024-01-02 10:00,Bhubaneswar Warehouse,31.5,70.2
2024-01-02 10:00,Mumbai Warehouse,29.7,78.4
2024-01-02 10:00,Ahmedabad Warehouse,36.3,20.0
2024-01-02 10:00,Nagpur Central Warehouse,37.0,17.5
2024-01-02 11:00,Delhi Warehouse,35.8,28.0
2024-01-02 11:00,Chandigarh Warehouse,31.2,37.9
2024-01-02 11:00,Bengaluru Warehouse,24.1,50.3
2024-01-02 11:00,Hyderabad Warehouse,31.8,40.4
2024-01-02 11:00,Kolkata Warehouse,32.5,75.2
2024-01-02 11:00,Bhubaneswar Warehouse,31.8,65.4
2024-01-02 11:00,Mumbai Warehouse,30.5,79.9
2024-01-02 11:00,Ahmedabad Warehouse,38.2,21.9
2024-01-02 11:00,Nagpur Central Warehouse,41.2,17.8
2024-01-02 12:00,Delhi Warehouse,38.7,24.6
2024-01-02 12:00,Chandigarh Warehouse,32.2,33.8
2024-01-02 12:00,Bengaluru Warehouse,26.3,48.7
2024-01-02 12:00,Hyderabad Warehouse,34.3,38.1
2024-01-02 12:00,Kolkata Warehouse,33.0,70.3
2024-01-02 12:00,Bhubaneswar Warehouse,33.7,66.5
2024-01-02 12:00,Mumbai Warehouse,31.0,75.9
2024-01-02 12:00,Ahmedabad Warehouse,40.7,16.6
2024-01-02 12:00,Nagpur Central Warehouse,42.2,12.3
2024-01-02 13:00,Delhi Warehouse,39.6,25.4
2024-01-02 13:00,Chandigarh Warehouse,32.4,35.4
2024-01-02 13:00,Bengaluru Warehouse,27.1,47.4
2024-01-02 13:00,Hyderabad Warehouse,34.4,38.0
2024-01-02 13:00,Kolkata Warehouse,34.0,69.2
2024-01-02 13:00,Bhubaneswar Warehouse,33.8,63.2
2024-01-02 13:00,Mumbai Warehouse,31.4,71.5
2024-01-02 13:00,Ahmedabad Warehouse,42.2,17.6
2024-01-02 13:00,Nagpur Central Warehouse,44.3,16.1
2024-01-02 14:00,Delhi Warehouse,39.3,22.5
2024-01-02 14:00,Chandigarh Warehouse,34.1,32.1
2024-01-02 14:00,Bengaluru Warehouse,26.7,42.7
2024-01-02 14:00,Hyderabad Warehouse,34.5,42.1
2024-01-02 14:00,Kolkata Warehouse,34.0,67.6
2024-01-02 14:00,Bhubaneswar Warehouse,35.6,64.5
2024-01-02 14:00,Mumbai Warehouse,30.4,73.2
2024-01-02 14:00,Ahmedabad Warehouse,41.8,20.7
2024-01-02 14:00,Nagpur Central Warehouse,44.1,11.5
2024-01-02 15:00,Delhi Warehouse,39.0,23.1
2024-01-02 15:00,Chandigarh Warehouse,33.7,33.3
2024-01-02 15:00,Bengaluru Warehouse,27.5,48.8
2024-01-02 15:00,Hyderabad Warehouse,34.2,41.9
2024-01-02 15:00,Kolkata Warehouse,34.0,69.3
2024-01-02 15:00,Bhubaneswar Warehouse,32.4,64.1
2024-01-02 15:00,Mumbai Warehouse,30.6,71.7
2024-01-02 15:00,Ahmedabad Warehouse,40.9,17.8
2024-01-02 15:00,Nagpur Central Warehouse,45.3,14.6
2024-01-02 16:00,Delhi Warehouse,37.7,23.4
2024-01-02 16:00,Chandigarh Warehouse,33.0,33.1
2024-01-02 16:00,Bengaluru Warehouse,26.3,52.6
2024-01-02 16:00,Hyderabad Warehouse,31.4,39.8
2024-01-02 16:00,Kolkata Warehouse,32.0,69.1
2024-01-02 16:00,Bhubaneswar Warehouse,34.5,63.1
2024-01-02 16:00,Mumbai Warehouse,31.6,71.1
2024-01-02 16:00,Ahmedabad Warehouse,40.5,24.7
2024-01-02 16:00,Nagpur Central Warehouse,44.8,13.5
2024-01-02 17:00,Delhi Warehouse,34.9,26.0
2024-01-02 17:00,Chandigarh Warehouse,31.0,38.7
2024-01-02 17:00,Bengaluru Warehouse,27.1,51.4
2024-01-02 17:00,Hyderabad Warehouse,31.7,45.2
2024-01-02 17:00,Kolkata Warehouse,32.8,67.1
2024-01-02 17:00,Bhubaneswar Warehouse,32.1,65.1
2024-01-02 17:00,Mumbai Warehouse,30.0,74.3
2024-01-02 17:00,Ahmedabad Warehouse,37.0,21.6
2024-01-02 17:00,Nagpur Central Warehouse,41.2,16.2
2024-01-02 18:00,Delhi Warehouse,33.9,30.6
2024-01-02 18:00,Chandigarh Warehouse,28.3,38.5
2024-01-02 18:00,Bengaluru Warehouse,23.6,54.9
2024-01-02 18:00,Hyderabad Warehouse,29.4,46.0
2024-01-02 18:00,Kolkata Warehouse,30.7,74.2
2024-01-02 18:00,Bhubaneswar Warehouse,31.6,71.0
2024-01-02 18:00,Mumbai Warehouse,28.6,75.6
2024-01-02 18:00,Ahmedabad Warehouse,35.9,24.1
2024-01-02 18:00,Nagpur Central Warehouse,36.9,24.1
2024-01-02 19:00,Delhi Warehouse,29.8,32.2
2024-01-02 19:00,Chandigarh Warehouse,26.7,41.8
2024-01-02 19:00,Bengaluru Warehouse,22.8,57.3
2024-01-02 19:00,Hyderabad Warehouse,27.0,46.5
2024-01-02 19:00,Kolkata Warehouse,27.8,77.1
2024-01-02 19:00,Bhubaneswar Warehouse,30.1,69.7
2024-01-02 19:00,Mumbai Warehouse,27.4,83.2
2024-01-02 19:00,Ahmedabad Warehouse,31.8,22.5
2024-01-02 19:00,Nagpur Central Warehouse,33.9,19.2
2024-01-02 20:00,Delhi Warehouse,26.3,34.9
2024-01-02 20:00,Chandigarh Warehouse,23.1,44.7
2024-01-02 20:00,Bengaluru Warehouse,20.4,59.1
2024-01-02 20:00,Hyderabad Warehouse,25.0,48.6
2024-01-02 20:00,Kolkata Warehouse,27.6,81.8
2024-01-02 20:00,Bhubaneswar Warehouse,27.8,75.1
2024-01-02 20:00,Mumbai Warehouse,27.1,84.9
2024-01-02 20:00,Ahmedabad Warehouse,29.4,26.4
2024-01-02 20:00,Nagpur Central Warehouse,28.5,21.9
2024-01-02 21:00,Delhi Warehouse,21.4,36.2
2024-01-02 21:00,Chandigarh Warehouse,19.1,50.6
2024-01-02 21:00,Bengaluru Warehouse,19.2,62.5
2024-01-02 21:00,Hyderabad Warehouse,23.5,53.1
2024-01-02 21:00,Kolkata Warehouse,24.6,81.0
2024-01-02 21:00,Bhubaneswar Warehouse,26.1,77.4
2024-01-02 21:00,Mumbai Warehouse,24.7,85.8
2024-01-02 21:00,Ahmedabad Warehouse,25.8,28.5
2024-01-02 21:00,Nagpur Central Warehouse,26.7,30.8
2024-01-02 22:00,Delhi Warehouse,18.7,41.4
2024-01-02 22:00,Chandigarh Warehouse,17.3,51.0
2024-01-02 22:00,Bengaluru Warehouse,18.1,63.4
2024-01-02 22:00,Hyderabad Warehouse,19.8,58.7
2024-01-02 22:00,Kolkata Warehouse,22.6,87.4
2024-01-02 22:00,Bhubaneswar Warehouse,23.7,82.3
2024-01-02 22:00,Mumbai Warehouse,25.6,89.5
2024-01-02 22:00,Ahmedabad Warehouse,23.1,36.6
2024-01-02 22:00,Nagpur Central Warehouse,23.2,26.3
2024-01-02 23:00,Delhi Warehouse,16.0,45.5
2024-01-02 23:00,Chandigarh Warehouse,15.7,54.1
2024-01-02 23:00,Bengaluru Warehouse,17.7,68.4
2024-01-02 23:00,Hyderabad Warehouse,18.4,58.8
2024-01-02 23:00,Kolkata Warehouse,22.0,87.9
2024-01-02 23:00,Bhubaneswar Warehouse,23.9,83.8
2024-01-02 23:00,Mumbai Warehouse,24.4,91.5
2024-01-02 23:00,Ahmedabad Warehouse,21.4,36.9
2024-01-02 23:00,Nagpur Central Warehouse,20.0,30.9
2024-01-03 00:00,Delhi Warehouse,12.9,49.3
2024-01-03 00:00,Chandigarh Warehouse,14.2,52.3
2024-01-03 00:00,Bengaluru Warehouse,15.7,71.4
2024-01-03 00:00,Hyderabad Warehouse,17.4,59.8
2024-01-03 00:00,Kolkata Warehouse,20.8,89.7
2024-01-03 00:00,Bhubaneswar Warehouse,23.4,88.4
2024-01-03 00:00,Mumbai Warehouse,24.2,95.8
2024-01-03 00:00,Ahmedabad Warehouse,18.0,39.9
2024-01-03 00:00,Nagpur Central Warehouse,17.5,34.0
2024-01-03 01:00,Delhi Warehouse,11.8,47.0
2024-01-03 01:00,Chandigarh Warehouse,11.1,56.9
2024-01-03 01:00,Bengaluru Warehouse,15.6,71.6
2024-01-03 01:00,Hyderabad Warehouse,16.6,59.6
2024-01-03 01:00,Kolkata Warehouse,20.6,91.8
2024-01-03 01:00,Bhubaneswar Warehouse,22.3,85.2
2024-01-03 01:00,Mumbai Warehouse,23.2,100.0
2024-01-03 01:00,Ahmedabad Warehouse,15.5,39.0
2024-01-03 01:00,Nagpur Central Warehouse,14.8,35.8
